year,month,DEN_REG,descCarburante,sum_prezzo,count_prezzo,mean_prezzo
2019,10,Toscana,Benzina Plus 98,604.3620000000001,377,1.6030822281167112
2019,10,Toscana,Benzina Speciale,112.81,58,1.945
2019,10,Toscana,Benzina WR 100,111.812,58,1.9277931034482758
2019,10,Toscana,Benzina speciale,111.362,58,1.9200344827586207
2019,10,Toscana,Blue Diesel,23548.655,14233,1.6545109955736668
2019,10,Toscana,Blue Super,16060.803,8873,1.8100758480784402
2019,10,Toscana,Excellium Diesel,9321.069,5562,1.6758484358144552
2019,10,Toscana,GNL,55.041999999999994,58,0.949
2019,10,Toscana,GPL,5978.675,9758,0.612694712031154
2019,10,Toscana,Gasolio,112786.523,72863,1.547925874586553
2019,10,Toscana,Gasolio Gelo,45.111,29,1.5555517241379309
2019,10,Toscana,Gasolio Oro Diesel,2298.4519999999998,1303,1.7639693016116653
2019,10,Toscana,Gasolio Premium,8317.707,4862,1.7107583299053888
2019,10,Toscana,Gasolio Speciale,1027.464,638,1.6104451410658307
2019,10,Toscana,Gasolio artico,201.97,116,1.7411206896551723
2019,10,Toscana,Gasolio speciale,370.67499999999995,232,1.597737068965517
2019,10,Toscana,Hi-Q Diesel,8909.075,4814,1.8506595346904862
2019,10,Toscana,HiQ Perform+,3792.9249999999997,2000,1.8964625
2019,10,Toscana,Metano,4153.073,4066,1.0214149040826366
2019,10,Toscana,Supreme Diesel,1547.6280000000002,908,1.7044361233480179
2019,10,Toscana,V-Power,125.802,58,2.169
2019,10,Toscana,V-Power Diesel,120.872,58,2.084
2019,10,Trentino-Alto Adige,Benzina,28288.653,16992,1.6648218573446327
2019,10,Trentino-Alto Adige,Benzina Energy 98 ottani,47.562,29,1.6400689655172414
2019,10,Trentino-Alto Adige,Benzina Plus 98,54.230000000000004,29,1.87
2019,10,Trentino-Alto Adige,Benzina Speciale,1353.43,754,1.7950000000000002
2019,10,Trentino-Alto Adige,Benzina WR 100,1142.667,580,1.9701155172413791
2019,10,Trentino-Alto Adige,Benzina speciale,198.23399999999998,116,1.7089137931034482
2019,10,Trentino-Alto Adige,Blu Diesel Alpino,295.704,232,1.2745862068965517
2019,10,Trentino-Alto Adige,Blue Diesel,7418.112,4408,1.682874773139746
2019,10,Trentino-Alto Adige,Blue Super,6133.928,3393,1.8078184497494842
2019,10,Trentino-Alto Adige,Diesel e+10,240.465,145,1.6583793103448277
2019,10,Trentino-Alto Adige,Excellium Diesel,525.746,319,1.6481065830721002
2019,10,Trentino-Alto Adige,F101,266.054,145,1.834855172413793
2019,10,Trentino-Alto Adige,GNL,28.681,29,0.989
2019,10,Trentino-Alto Adige,GP DIESEL,141.546,87,1.6269655172413793
2019,10,Trentino-Alto Adige,GPL,903.465,1450,0.6230793103448276
2019,10,Trentino-Alto Adige,Gasolio,25971.642,16586,1.5658773664536356
2019,10,Trentino-Alto Adige,Gasolio Alpino,3761.185,2494,1.5080934242181234
2019,10,Trentino-Alto Adige,Gasolio Artico,89.001,58,1.5345
2019,10,Trentino-Alto Adige,Gasolio Ecoplus,57.391000000000005,29,1.979
2019,10,Trentino-Alto Adige,Gasolio Energy D,87.524,58,1.5090344827586206
2019,10,Trentino-Alto Adige,Gasolio Gelo,910.515,551,1.6524773139745916
2019,10,Trentino-Alto Adige,Gasolio Oro Diesel,389.151,232,1.677375
2019,10,Trentino-Alto Adige,Gasolio Premium,2193.055,1305,1.6805019157088121
2019,10,Trentino-Alto Adige,Gasolio Speciale,786.2800000000001,464,1.6945689655172416
2019,10,Trentino-Alto Adige,Gasolio artico,3559.283,2378,1.4967548359966358
2019,10,Trentino-Alto Adige,Gasolio speciale,136.88299999999998,87,1.5733678160919538
2019,10,Trentino-Alto Adige,Hi-Q Diesel,2839.959,1535,1.8501361563517915
2019,10,Trentino-Alto Adige,HiQ Perform+,854.4789999999999,435,1.964319540229885
2019,10,Trentino-Alto Adige,L-GNC,30.130999999999997,29,1.039
2019,10,Trentino-Alto Adige,Metano,671.563,638,1.0526065830721003
2019,10,Trentino-Alto Adige,R100,261.85,145,1.8058620689655174
2019,10,Trentino-Alto Adige,Supreme Diesel,354.313,203,1.745384236453202
2019,10,Umbria,Benzina,35223.707,21483,1.639608388027743
2019,10,Umbria,Benzina Plus 98,425.599,203,2.0965467980295567
2019,10,Umbria,Benzina speciale,100.042,58,1.7248620689655172
2019,10,Umbria,Blue Diesel,4175.218,2539,1.6444340291453328
2019,10,Umbria,Blue Super,2681.582,1479,1.8131048005409058
2019,10,Umbria,Excellium Diesel,3268.945,1957,1.6703857945835463
2019,10,Umbria,GNL,82.85300000000001,87,0.9523333333333335
2019,10,Umbria,GPL,1634.8890000000001,2523,0.6479940546967896
2019,10,Umbria,Gasolio,32912.909,21425,1.5361917852975495
2019,10,Umbria,Gasolio Oro Diesel,1655.293,899,1.8412602892102334
2019,10,Umbria,Gasolio Premium,1966.311,1189,1.6537518923465095
2019,10,Umbria,Gasolio Speciale,269.086,174,1.5464712643678162
2019,10,Umbria,Gasolio speciale,437.33000000000004,290,1.5080344827586207
2019,10,Umbria,Hi-Q Diesel,1205.99,638,1.8902664576802508
2019,10,Umbria,HiQ Perform+,272.745,145,1.881
2019,10,Umbria,Metano,1306.836,1334,0.9796371814092953
2019,10,Valle d'Aosta,Benzina,5677.231,3406,1.6668323546682324
2019,10,Valle d'Aosta,Benzina WR 100,53.621,29,1.849
2019,10,Valle d'Aosta,Blu Diesel Alpino,95.112,58,1.6398620689655172
2019,10,Valle d'Aosta,Blue Diesel,1367.383,812,1.6839692118226601
2019,10,Valle d'Aosta,Blue Super,1007.3299999999999,580,1.7367758620689653
2019,10,Valle d'Aosta,Excellium Diesel,110.172,58,1.8995172413793102
2019,10,Valle d'Aosta,GPL,97.636,145,0.673351724137931
2019,10,Valle d'Aosta,Gasolio,5167.352,3319,1.5569002711660138
2019,10,Valle d'Aosta,Gasolio Alpino,503.248,348,1.4461149425287356
2019,10,Valle d'Aosta,Gasolio Gelo,184.496,116,1.5904827586206898
2019,10,Valle d'Aosta,Gasolio Premium,696.514,406,1.715551724137931
2019,10,Valle d'Aosta,Gasolio artico,1025.046,638,1.6066551724137932
2019,10,Valle d'Aosta,Gasolio speciale,44.288999999999994,29,1.527206896551724
2019,10,Valle d'Aosta,Hi-Q Diesel,50.801,29,1.7517586206896552
2019,10,Valle d'Aosta,HiQ Perform+,162.983,87,1.873367816091954
2019,10,Valle d'Aosta,Metano,28.971,29,0.999
2019,10,Valle d'Aosta,Supreme Diesel,407.62800000000004,232,1.7570172413793106
2019,10,Veneto,Benzina,126188.739,79330,1.5906811924870794
2019,10,Veneto,Benzina Energy 98 ottani,94.161,58,1.6234655172413794
2019,10,Veneto,Benzina Plus 98,480.965,261,1.8427777777777776
2019,10,Veneto,Benzina Shell V Power,102.022,58,1.7590000000000001
2019,10,Veneto,Benzina Speciale,2022.906,1189,1.701350714886459
2019,10,Veneto,Benzina WR 100,3167.196,1624,1.950243842364532
2019,10,Veneto,Benzina speciale,2780.314,1624,1.7120160098522166
2019,10,Veneto,Blue Diesel,24622.277000000002,14981,1.6435669848474737
2019,10,Veneto,Blue Super,16059.318,8962,1.7919346128096407
2019,10,Veneto,Diesel Shell V Power,95.932,58,1.6540000000000001
2019,10,Veneto,Diesel e+10,968.217,594,1.6299949494949495
2019,10,Veneto,DieselMax,2853.479,1885,1.5137819628647213
2019,10,Veneto,Excellium Diesel,5235.374,3205,1.6335020280811232
2019,10,Veneto,F101,1285.1550000000002,754,1.7044496021220161
2019,10,Veneto,GNL,172.019,181,0.9503812154696133
2019,10,Veneto,GP DIESEL,1683.2169999999999,1073,1.5687017707362534
2019,10,Veneto,GPL,8563.694,14943,0.573090677909389
2019,10,Veneto,Gasolio,118269.265,79098,1.4952244683809957
2019,10,Veneto,Gasolio Alpino,741.961,493,1.5049918864097362
2019,10,Veneto,Gasolio Artico,41.671,29,1.4369310344827586
2019,10,Veneto,Gasolio Ecoplus,201.094,116,1.7335689655172413
2019,10,Veneto,Gasolio Energy D,386.235,261,1.4798275862068966
2019,10,Veneto,Gasolio Gelo,46.080999999999996,29,1.589
2019,10,Veneto,Gasolio Oro Diesel,1593.885,957,1.665501567398119
2019,10,Veneto,Gasolio Premium,7139.325,4348,1.6419790708371664
2019,10,Veneto,Gasolio Speciale,5012.755,3254,1.5404901659496004
2019,10,Veneto,Gasolio artico,1458.0140000000001,928,1.5711357758620692
2019,10,Veneto,Gasolio speciale,4818.211,3132,1.538381545338442
2019,10,Veneto,Hi-Q Diesel,5621.454,3132,1.7948448275862068
2019,10,Veneto,HiQ Perform+,3003.752,1595,1.883230094043887
2019,10,Veneto,L-GNC,82.911,87,0.9530000000000001
2019,10,Veneto,Magic Diesel,46.371,29,1.599
2019,10,Veneto,Metano,4766.3150000000005,4932,0.9664061232765614
2019,10,Veneto,R100,160.631,87,1.8463333333333334
2019,10,Veneto,S-Diesel,1707.673,1079,1.5826441149212234
2019,10,Veneto,Supreme Diesel,906.2719999999999,545,1.6628844036697246
2019,11,Abruzzo,Benzina,53072.438,32569,1.6295384568147626
2019,11,Abruzzo,Benzina Plus 98,274.8,180,1.5266666666666668
2019,11,Abruzzo,Benzina Speciale,116.88,60,1.948
2019,11,Abruzzo,Benzina speciale,237.39,150,1.5826
2019,11,Abruzzo,Blue Diesel,10980.505,6706,1.637415001491202
2019,11,Abruzzo,Blue Super,4892.119,2806,1.7434493941553812
2019,11,Abruzzo,Excellium Diesel,2879.58,1740,1.6549310344827586
2019,11,Abruzzo,GNL,29.029999999999998,30,0.9676666666666666
2019,11,Abruzzo,GPL,2608.485,4299,0.6067655268667133
2019,11,Abruzzo,Gasolio,49845.17,32509,1.5332729398012857
2019,11,Abruzzo,Gasolio Oro Diesel,865.916,450,1.9242577777777778
2019,11,Abruzzo,Gasolio Premium,924.08,540,1.7112592592592593
2019,11,Abruzzo,Gasolio Speciale,425.52,240,1.773
2019,11,Abruzzo,Gasolio speciale,319.40999999999997,210,1.521
2019,11,Abruzzo,Hi-Q Diesel,1345.364,720,1.8685611111111111
2019,11,Abruzzo,HiQ Perform+,178.61,90,1.9845555555555556
2019,11,Abruzzo,Metano,952.644,973,0.9790791366906475
2019,11,Abruzzo,Supreme Diesel,309.544,186,1.6642150537634408
2019,11,Basilicata,Benzina,21525.525,12990,1.6570842956120093
2019,11,Basilicata,Blue Diesel,3503.99,2100,1.6685666666666665
2019,11,Basilicata,Blue Super,1883.826,1024,1.839673828125
2019,11,Basilicata,Excellium Diesel,934.69,570,1.6398070175438597
2019,11,Basilicata,GPL,989.208,1620,0.6106222222222222
2019,11,Basilicata,Gasolio,20212.969,13050,1.5488865134099619
2019,11,Basilicata,Gasolio Oro Diesel,459.12,300,1.5304
2019,11,Basilicata,Gasolio Premium,1446.278,840,1.7217595238095238
2019,11,Basilicata,Gasolio speciale,185.52,120,1.546
2019,11,Basilicata,Hi-Q Diesel,1021.995,570,1.7929736842105264
2019,11,Basilicata,HiQ Perform+,354.672,190,1.8666947368421054
2019,11,Basilicata,Metano,297.36,300,0.9912000000000001
2019,11,Basilicata,Supreme Diesel,101.72,60,1.6953333333333334
2019,11,Calabria,Benzina,65237.288,39000,1.6727509743589744
2019,11,Calabria,Blue Diesel,10168.176,6180,1.645335922330097
2019,11,Calabria,Blue Super,4853.467,2670,1.8177779026217227
2019,11,Calabria,E-DIESEL,100.96,60,1.6826666666666665
2019,11,Calabria,Excellium Diesel,2181.926,1320,1.6529742424242424
2019,11,Calabria,GPL,2252.026,3504,0.6427014840182648
2019,11,Calabria,Gasolio,60240.024,39060,1.5422433179723503
2019,11,Calabria,Gasolio Gelo,50.07,30,1.669
2019,11,Calabria,Gasolio Oro Diesel,402.028,300,1.3400933333333334
2019,11,Calabria,Gasolio Premium,5101.851,3090,1.6510844660194173
2019,11,Calabria,Gasolio Speciale,566.35,300,1.8878333333333335
2019,11,Calabria,Gasolio artico,90.84,60,1.514
2019,11,Calabria,Hi-Q Diesel,5059.51,2850,1.7752666666666668
2019,11,Calabria,HiQ Perform+,371.904,198,1.8783030303030304
2019,11,Calabria,Metano,403.272,390,1.0340307692307693
2019,11,Calabria,Supreme Diesel,609.828,362,1.6846077348066297
2019,11,Campania,Benzina,160741.619,97963,1.6408401028959914
2019,11,Campania,Benzina Plus 98,444.69,210,2.1175714285714284
2019,11,Campania,Benzina speciale,52.5,30,1.75
2019,11,Campania,Blue Diesel,15623.394,9445,1.6541444150344098
2019,11,Campania,Blue Super,6571.755,3689,1.7814461913797777
2019,11,Campania,Diesel e+10,50.31,30,1.677
2019,11,Campania,E-DIESEL,101.44,60,1.6906666666666665
2019,11,Campania,Excellium Diesel,6154.709,3884,1.5846315653964984
2019,11,Campania,GNL,9.85,10,0.985
2019,11,Campania,GPL,6257.365,10830,0.5777807017543859
2019,11,Campania,Gasolio,147737.135,97963,1.5080911670732828
2019,11,Campania,Gasolio Oro Diesel,1931.42,1080,1.788351851851852
2019,11,Campania,Gasolio Premium,10597.141,6408,1.653736111111111
2019,11,Campania,Gasolio Speciale,402.18,240,1.67575
2019,11,Campania,Gasolio artico,96.50999999999999,60,1.6084999999999998
2019,11,Campania,Gasolio speciale,655.87,420,1.561595238095238
2019,11,Campania,Hi-Q Diesel,9325.416,5178,1.8009687137891077
2019,11,Campania,HiQ Perform+,2571.168,1358,1.8933490427098676
2019,11,Campania,Metano,3055.2780000000002,3152,0.9693140862944163
2019,11,Campania,Supreme Diesel,1840.7379999999998,1092,1.685657509157509
2019,11,Emilia-Romagna,Benzina,131628.08299999998,81172,1.6215946755038682
2019,11,Emilia-Romagna,Benzina Plus 98,1152.0,600,1.92
2019,11,Emilia-Romagna,Benzina Speciale,623.9000000000001,360,1.7330555555555558
2019,11,Emilia-Romagna,Benzina WR 100,1566.51,810,1.9339629629629629
2019,11,Emilia-Romagna,Benzina speciale,1045.584,600,1.7426400000000002
2019,11,Emilia-Romagna,Blue Diesel,27127.966,16373,1.6568720454406645
2019,11,Emilia-Romagna,Blue Super,17431.609,9636,1.8090088210875883
2019,11,Emilia-Romagna,Diesel e+10,576.54,360,1.6015
2019,11,Emilia-Romagna,DieselMax,226.865,150,1.5124333333333333
2019,11,Emilia-Romagna,Excellium Diesel,8672.57,5340,1.6240767790262172
2019,11,Emilia-Romagna,GNL,114.35999999999999,120,0.9529999999999998
2019,11,Emilia-Romagna,GPL,8605.596,14771,0.5826007717825469
2019,11,Emilia-Romagna,Gasolio,123646.68800000001,81091,1.524789286110666
2019,11,Emilia-Romagna,Gasolio Alpino,243.984,156,1.564
2019,11,Emilia-Romagna,Gasolio Artico,246.62599999999998,158,1.5609240506329112
2019,11,Emilia-Romagna,Gasolio Ecoplus,204.1,120,1.7008333333333332
2019,11,Emilia-Romagna,Gasolio Gelo,298.44,180,1.658
2019,11,Emilia-Romagna,Gasolio Oro Diesel,1653.784,928,1.782094827586207
2019,11,Emilia-Romagna,Gasolio Premium,7158.643,4316,1.6586290546802596
2019,11,Emilia-Romagna,Gasolio Speciale,409.90999999999997,270,1.518185185185185
2019,11,Emilia-Romagna,Gasolio artico,936.336,585,1.600574358974359
2019,11,Emilia-Romagna,Gasolio speciale,1304.252,818,1.594440097799511
2019,11,Emilia-Romagna,Hi-Q Diesel,7682.2699999999995,4170,1.8422709832134292
2019,11,Emilia-Romagna,HiQ Perform+,4498.449,2370,1.898079746835443
2019,11,Emilia-Romagna,L-GNC,57.809999999999995,60,0.9634999999999999
2019,11,Emilia-Romagna,Metano,6632.687,6809,0.9741058892642092
2019,11,Emilia-Romagna,R100,479.97,270,1.7776666666666667
2019,11,Emilia-Romagna,S-Diesel,97.38,60,1.623
2019,11,Emilia-Romagna,Supreme Diesel,644.422,390,1.6523641025641027
2019,11,Friuli Venezia Giulia,Benzina,36648.591,22681,1.6158278294607822
2019,11,Friuli Venezia Giulia,Benzina Plus 98,119.94000000000001,60,1.999
2019,11,Friuli Venezia Giulia,Benzina Speciale,52.17,30,1.739
2019,11,Friuli Venezia Giulia,Benzina WR 100,173.438,90,1.9270888888888889
2019,11,Friuli Venezia Giulia,Benzina speciale,159.21,90,1.7690000000000001
2019,11,Friuli Venezia Giulia,Blu Diesel Alpino,258.15999999999997,150,1.7210666666666665
2019,11,Friuli Venezia Giulia,Blue Diesel,9349.232,5642,1.657077632045374
2019,11,Friuli Venezia Giulia,Blue Super,5550.614,3060,1.8139261437908496
2019,11,Friuli Venezia Giulia,Diesel e+10,353.65999999999997,210,1.6840952380952379
2019,11,Friuli Venezia Giulia,DieselMax,45.87,30,1.529
2019,11,Friuli Venezia Giulia,Excellium Diesel,2736.7000000000003,1620,1.6893209876543211
2019,11,Friuli Venezia Giulia,F101,311.1,180,1.7283333333333335
2019,11,Friuli Venezia Giulia,GP DIESEL,421.485,270,1.5610555555555556
2019,11,Friuli Venezia Giulia,GPL,1597.726,2732,0.5848191800878477
2019,11,Friuli Venezia Giulia,Gasolio,34316.293,22473,1.5270009789525207
2019,11,Friuli Venezia Giulia,Gasolio Alpino,520.398,330,1.5769636363636363
2019,11,Friuli Venezia Giulia,Gasolio Artico,90.18,60,1.5030000000000001
2019,11,Friuli Venezia Giulia,Gasolio Gelo,135.74,90,1.5082222222222224
2019,11,Friuli Venezia Giulia,Gasolio Oro Diesel,593.51,360,1.6486388888888888
2019,11,Friuli Venezia Giulia,Gasolio Premium,3559.343,2160,1.6478439814814814
2019,11,Friuli Venezia Giulia,Gasolio Speciale,913.45,510,1.7910784313725492
2019,11,Friuli Venezia Giulia,Gasolio artico,891.303,572,1.558222027972028
2019,11,Friuli Venezia Giulia,Gasolio speciale,242.91,150,1.6194
2019,11,Friuli Venezia Giulia,Hi-Q Diesel,1759.89,990,1.7776666666666667
2019,11,Friuli Venezia Giulia,HiQ Perform+,1572.3899999999999,840,1.871892857142857
2019,11,Friuli Venezia Giulia,Metano,252.55,253,0.9982213438735178
2019,11,Friuli Venezia Giulia,R100,381.73,210,1.817761904761905
2019,11,Friuli Venezia Giulia,S-Diesel,194.72,120,1.6226666666666667
2019,11,Friuli Venezia Giulia,Supreme Diesel,350.05,210,1.666904761904762
2019,11,Lazio,Benzina,176936.31399999998,106957,1.6542752134035172
2019,11,Lazio,Benzina Plus 98,660.8199999999999,330,2.002484848484848
2019,11,Lazio,Benzina speciale,223.8,120,1.865
2019,11,Lazio,Blue Diesel,29781.233,17912,1.66264141357749
2019,11,Lazio,Blue Super,17435.003,9540,1.8275684486373167
2019,11,Lazio,Excellium Diesel,11301.878,6854,1.6489463087248324
2019,11,Lazio,GPL,7524.032,12476,0.6030804745110613
2019,11,Lazio,Gasolio,162997.695,106676,1.5279696932768383
2019,11,Lazio,Gasolio Alpino,475.82,300,1.5860666666666667
2019,11,Lazio,Gasolio Oro Diesel,3265.1,1920,1.7005729166666665
2019,11,Lazio,Gasolio Premium,6712.468,3960,1.6950676767676767
2019,11,Lazio,Gasolio Speciale,620.8,360,1.7244444444444442
2019,11,Lazio,Gasolio artico,207.85000000000002,120,1.7320833333333334
2019,11,Lazio,Gasolio speciale,555.368,362,1.5341657458563538
2019,11,Lazio,Hi-Q Diesel,9133.976,5036,1.813736298649722
2019,11,Lazio,HiQ Perform+,3786.69,2026,1.8690473840078974
2019,11,Lazio,Metano,2027.402,1993,1.0172614149523331
2019,11,Lazio,Supreme Diesel,1308.8,750,1.7450666666666665
2019,11,Lazio,V-Power,55.47,30,1.849
2019,11,Liguria,Benzina,40636.834,24090,1.6868756330427563
2019,11,Liguria,Benzina Plus 98,122.16,60,2.036
2019,11,Liguria,Benzina Speciale,70.262,38,1.849
2019,11,Liguria,Benzina WR 100,454.362,240,1.893175
2019,11,Liguria,Blue Diesel,7994.995,4800,1.6656239583333332
2019,11,Liguria,Blue Super,4935.4220000000005,2700,1.8279340740740742
2019,11,Liguria,Diesel e+10,102.84,60,1.714
2019,11,Liguria,Excellium Diesel,3296.56,1950,1.6905435897435896
2019,11,Liguria,GPL,783.127,1183,0.6619839391377853
2019,11,Liguria,Gasolio,37415.518,23997,1.5591748135183563
2019,11,Liguria,Gasolio Alpino,28.521,19,1.5011052631578947
2019,11,Liguria,Gasolio Artico,69.032,44,1.5689090909090908
2019,11,Liguria,Gasolio Ecoplus,106.7,60,1.7783333333333333
2019,11,Liguria,Gasolio Oro Diesel,756.65,450,1.6814444444444443
2019,11,Liguria,Gasolio Premium,3145.4390000000003,1830,1.7188191256830603
2019,11,Liguria,Gasolio Speciale,279.92199999999997,158,1.771658227848101
2019,11,Liguria,Gasolio artico,133.01,90,1.4778888888888888
2019,11,Liguria,Gasolio speciale,45.15,30,1.505
2019,11,Liguria,Hi-Q Diesel,1262.759,690,1.8300855072463769
2019,11,Liguria,HiQ Perform+,1551.502,780,1.9891051282051282
2019,11,Liguria,Metano,299.875,283,1.0596289752650176
2019,11,Liguria,Supreme Diesel,498.502,300,1.6616733333333333
2019,11,Lombardia,Benzina,228351.198,139981,1.6313013766153979
2019,11,Lombardia,Benzina 100 ottani,111.53999999999999,60,1.8589999999999998
2019,11,Lombardia,Benzina Energy 98 ottani,49.14,30,1.6380000000000001
2019,11,Lombardia,Benzina Plus 98,1183.17,630,1.8780476190476192
2019,11,Lombardia,Benzina Speciale,373.648,210,1.7792761904761907
2019,11,Lombardia,Benzina WR 100,7663.955,4088,1.874744373776908
2019,11,Lombardia,Benzina speciale,419.15999999999997,240,1.7465
2019,11,Lombardia,Blu Diesel Alpino,248.346,150,1.65564
2019,11,Lombardia,Blue Diesel,43399.644,26287,1.6509926579678167
2019,11,Lombardia,Blue Super,25120.648,14037,1.7896023366816272
2019,11,Lombardia,Diesel e+10,709.534,446,1.5908834080717489
2019,11,Lombardia,DieselMax,319.15999999999997,210,1.5198095238095237
2019,11,Lombardia,E-DIESEL,350.98,210,1.6713333333333333
2019,11,Lombardia,Excellium Diesel,24393.086,14734,1.6555644088502781
2019,11,Lombardia,GNL,134.61,150,0.8974000000000001
2019,11,Lombardia,GP DIESEL,96.42,60,1.607
2019,11,Lombardia,GPL,8865.907,14990,0.5914547698465643
2019,11,Lombardia,Gasolio,213921.206,139407,1.534508353239077
2019,11,Lombardia,Gasolio Alpino,816.983,540,1.5129314814814814
2019,11,Lombardia,Gasolio Artico,181.654,116,1.5659827586206896
2019,11,Lombardia,Gasolio Ecoplus,109.4,60,1.8233333333333335
2019,11,Lombardia,Gasolio Energy D,44.370000000000005,30,1.479
2019,11,Lombardia,Gasolio Gelo,445.09000000000003,270,1.6484814814814817
2019,11,Lombardia,Gasolio Oro Diesel,2434.83,1440,1.6908541666666665
2019,11,Lombardia,Gasolio Premium,13453.753,8067,1.6677517044750219
2019,11,Lombardia,Gasolio Speciale,970.582,610,1.5911180327868852
2019,11,Lombardia,Gasolio artico,2110.321,1324,1.5938980362537765
2019,11,Lombardia,Gasolio speciale,957.8969999999999,600,1.596495
2019,11,Lombardia,Hi-Q Diesel,17814.696,9788,1.8200547609317532
2019,11,Lombardia,HiQ Perform+,8931.818,4694,1.902815935236472
2019,11,Lombardia,L-GNC,113.03999999999999,120,0.942
2019,11,Lombardia,Metano,5690.896,5855,0.9719719897523483
2019,11,Lombardia,R100,105.67,60,1.7611666666666668
2019,11,Lombardia,S-Diesel,1252.628,780,1.6059333333333332
2019,11,Lombardia,Supreme Diesel,4163.54,2496,1.668084935897436
2019,11,Lombardia,V-Power,245.289,120,2.044075
2019,11,Lombardia,V-Power Diesel,231.48899999999998,120,1.9290749999999999
2019,11,Marche,Benzina,58904.693,36024,1.6351513713080168
2019,11,Marche,Benzina Plus 98,641.88,324,1.981111111111111
2019,11,Marche,Benzina speciale,219.92000000000002,120,1.8326666666666669
2019,11,Marche,Blue Diesel,9658.687,5938,1.6265892556416301
2019,11,Marche,Blue Super,4664.278,2698,1.7287909562638992
2019,11,Marche,Excellium Diesel,3352.073,2025,1.6553446913580245
2019,11,Marche,GNL,268.353,275,0.975829090909091
2019,11,Marche,GPL,3930.552,6250,0.6288883200000001
2019,11,Marche,Gasolio,55200.675,36024,1.532330529646902
2019,11,Marche,Gasolio Oro Diesel,1490.847,834,1.7875863309352518
2019,11,Marche,Gasolio Premium,2606.589,1541,1.691491888384166
2019,11,Marche,Gasolio Speciale,584.28,360,1.623
2019,11,Marche,Gasolio speciale,774.768,472,1.641457627118644
2019,11,Marche,Hi-Q Diesel,1581.617,874,1.8096304347826087
2019,11,Marche,HiQ Perform+,764.197,394,1.9395862944162436
2019,11,Marche,L-GNC,204.78,210,0.9751428571428572
2019,11,Marche,Metano,3295.792,3410,0.966507917888563
2019,11,Marche,Supreme Diesel,992.9309999999999,589,1.6857911714770797
2019,11,Molise,Benzina,14533.313,8900,1.6329565168539326
2019,11,Molise,Benzina Speciale,107.34,60,1.7890000000000001
2019,11,Molise,Blue Diesel,2196.81,1350,1.6272666666666666
2019,11,Molise,Blue Super,960.162,540,1.7780777777777779
2019,11,Molise,Excellium Diesel,347.18,210,1.6532380952380952
2019,11,Molise,GPL,641.057,1020,0.6284872549019608
2019,11,Molise,Gasolio,13600.058,8960,1.5178636160714287
2019,11,Molise,Gasolio Alpino,95.10000000000001,60,1.5850000000000002
2019,11,Molise,Gasolio Oro Diesel,91.47,60,1.5245
2019,11,Molise,Gasolio Premium,488.242,300,1.6274733333333333
2019,11,Molise,Gasolio Speciale,98.34,60,1.639
2019,11,Molise,Hi-Q Diesel,495.13,270,1.8338148148148148
2019,11,Molise,Metano,144.54000000000002,150,0.9636000000000001
2019,11,Piemonte,Benzina,133433.291,80975,1.6478331707317073
2019,11,Piemonte,Benzina Plus 98,1035.739,494,2.0966376518218626
2019,11,Piemonte,Benzina Speciale,572.996,332,1.7258915662650602
2019,11,Piemonte,Benzina WR 100,3486.3500000000004,1770,1.9696892655367233
2019,11,Piemonte,Benzina speciale,161.55,90,1.7950000000000002
2019,11,Piemonte,Blu Diesel Alpino,199.528,120,1.6627333333333332
2019,11,Piemonte,Blue Diesel,23805.037,14439,1.6486624419973683
2019,11,Piemonte,Blue Super,14718.654,8031,1.8327299215539783
2019,11,Piemonte,Diesel e+10,370.33799999999997,232,1.5962844827586204
2019,11,Piemonte,DieselMax,178.967,120,1.4913916666666667
2019,11,Piemonte,E-DIESEL,247.45,150,1.6496666666666666
2019,11,Piemonte,Excellium Diesel,12434.369,7622,1.6313787719758595
2019,11,Piemonte,GNL,226.56,240,0.9440000000000001
2019,11,Piemonte,GPL,6713.025,11490,0.5842493472584857
2019,11,Piemonte,Gasolio,122949.49,80708,1.523386653119889
2019,11,Piemonte,Gasolio Alpino,805.744,510,1.5798901960784315
2019,11,Piemonte,Gasolio Ecoplus,285.0,150,1.9
2019,11,Piemonte,Gasolio Gelo,1039.24,660,1.5746060606060606
2019,11,Piemonte,Gasolio Oro Diesel,2415.562,1400,1.7254014285714285
2019,11,Piemonte,Gasolio Premium,8761.869,5310,1.650069491525424
2019,11,Piemonte,Gasolio Speciale,775.766,480,1.6161791666666665
2019,11,Piemonte,Gasolio artico,1670.939,1164,1.4355146048109966
2019,11,Piemonte,Gasolio speciale,215.64,150,1.4376
2019,11,Piemonte,Hi-Q Diesel,8725.187,4768,1.829946937919463
2019,11,Piemonte,HiQ Perform+,5457.2970000000005,2860,1.9081458041958044
2019,11,Piemonte,L-GNC,146.85,150,0.979
2019,11,Piemonte,Metano,2586.997,2649,0.9765938089845224
2019,11,Piemonte,R100,259.11,146,1.7747260273972603
2019,11,Piemonte,Supreme Diesel,2273.7129999999997,1380,1.647618115942029
2019,11,Piemonte,V-Power,113.58,60,1.893
2019,11,Puglia,Benzina,120475.799,72893,1.6527759730015228
2019,11,Puglia,Benzina Plus 98,47.64,30,1.588
2019,11,Puglia,Benzina speciale,1103.55,660,1.6720454545454544
2019,11,Puglia,Blu Diesel Alpino,60.0,60,1.0
